1
183.099426,21.316536,51.835892,38.035240
182.679794,22.962700,52.471260,37.423866
182.768127,23.101391,52.109360,39.571304
182.982529,26.122469,50.907501,37.427509
183.010193,27.500507,50.310539,38.411514
182.010849,29.311087,52.265713,37.456623
181.411942,30.589851,50.935005,37.789406
180.808517,32.560257,50.539471,36.688999
180.298141,33.914680,51.537193,37.226429
179.150162,37.173546,51.307713,35.650509
176.751511,38.814796,52.146633,36.452816
176.987137,39.879807,52.111729,36.604057
177.107712,41.400856,52.008106,35.993649
176.128555,41.733418,53.323208,37.327309
177.875702,42.082008,51.576973,38.302158
176.933243,43.898270,52.562767,38.260754
176.738739,44.863022,52.655838,38.491673
176.493866,47.092499,52.493790,37.381226
175.582733,47.771233,54.208279,38.140110
175.257126,48.465874,54.661613,37.995758
176.357483,49.649635,53.196537,38.355801
174.827789,50.716160,53.892883,39.328743
175.999512,51.829285,51.158012,40.222515
175.710999,54.195755,52.112686,38.373829
174.996750,54.679832,53.190784,40.489182
175.050400,55.904083,52.363079,39.456493
175.363846,58.058784,52.857765,37.479538
174.792404,58.999527,53.985413,38.135727
174.425354,59.697712,53.888596,37.502983
174.816254,60.968956,55.740982,37.449993
175.306152,60.740089,55.340744,37.963428
174.799438,60.397026,54.610909,38.478271
173.651321,60.752388,56.238487,38.344494
172.405640,59.948181,58.614723,38.973835
171.014740,60.341667,58.332352,38.001968
171.436325,60.208061,58.616619,38.095188
172.437637,60.274651,57.295986,38.014202
172.339676,59.912994,58.171673,39.083218
173.711838,59.904129,57.278114,39.086781
174.660858,59.238251,56.553879,39.969837
174.292633,57.892456,57.733994,40.939743
174.382217,57.716110,57.209686,41.207058
174.775192,58.164688,56.323734,40.065521
176.543320,58.432053,54.738609,41.204815
176.505676,58.531120,55.997456,41.524525
178.487106,58.627533,53.082836,40.644348
179.388992,59.971088,51.320534,39.366600
180.017914,59.909554,50.229565,37.358841
180.138596,59.499508,51.578789,39.121788
181.982819,58.940201,51.073612,40.076401
183.889069,59.093124,48.550339,37.812176
184.443039,58.377533,49.820316,38.125706
186.372696,57.434650,49.327969,39.609520
187.876923,58.252640,50.477188,38.601913
188.735931,57.213745,50.154549,37.532349
190.317856,57.541962,50.495667,36.401215
192.725494,55.838402,48.398167,36.723995
194.060486,54.683243,47.436501,37.248245
193.809113,54.405060,47.403221,37.968796
195.772034,53.549980,45.962074,37.127613
196.758743,52.797424,46.499275,36.738995
198.162689,51.514938,46.162231,37.234638
199.935425,50.755730,43.378044,36.691559
200.497696,50.961880,44.379021,37.040215
201.915833,50.219383,41.694992,38.558914
202.720810,50.348701,41.060810,37.054508
203.299622,50.744713,41.114655,37.799072
204.181213,49.950142,40.498718,38.149826
204.982254,49.160255,39.386021,38.523464
204.382401,50.326214,40.763447,38.506462
207.207031,49.687889,37.910507,38.168407
207.437515,49.813484,38.266186,38.778751
207.973251,50.672142,37.532234,37.822998
207.828918,50.076416,38.705399,38.872440
209.486115,49.874954,36.979534,38.414257
209.894836,51.571857,37.559368,36.568871
211.497986,49.191063,37.833572,38.814861
211.806763,50.189541,38.711246,38.658562
212.684998,49.947311,39.210808,39.166988
212.738495,49.688042,38.641422,39.047344
214.010406,50.126526,38.878529,38.585384
215.879654,48.972527,37.928566,38.842026
