1
786.807312,250.234436,88.084251,177.921082
787.885315,249.253448,92.002968,174.442932
789.978516,248.345856,93.126701,175.216232
789.513977,248.813110,94.163414,171.558899
791.809692,243.102615,100.810638,178.417999
807.799988,232.600006,91.199997,191.199997
806.900391,238.431427,103.581116,175.931564
813.206665,236.386536,106.099442,184.142456
752.555176,291.666565,95.594788,188.308884
823.036621,231.804138,110.524033,186.677689
826.027832,226.254822,113.108284,180.320938
792.630859,232.743988,112.909416,179.712418
843.041870,221.174500,111.772324,207.086121
791.434937,234.004715,104.939880,167.904755
855.255920,205.253693,114.893677,206.564636
867.277771,207.105408,109.207176,205.051285
870.667664,194.173599,113.117104,199.880951
888.591736,182.797363,103.818924,211.506943
890.366150,169.113983,107.484566,206.875595
900.618774,166.334290,105.543274,225.467270
906.505554,156.114471,106.593224,214.006180
913.909180,152.067062,105.813385,203.810822
915.230103,152.088150,104.565292,204.215088
915.125854,149.678802,104.122009,202.472031
925.549744,138.419464,104.289345,203.790619
926.634399,135.091736,105.975525,209.589905
922.136047,142.918854,109.414810,208.668808
917.461792,136.204453,113.342339,207.673279
926.331421,132.394104,111.001045,212.245270
927.565430,133.554535,108.800125,210.973190
927.119324,131.193756,110.993782,212.672211
920.306213,142.332184,118.032394,211.965286
910.166077,142.173004,123.198029,219.510101
916.562561,142.386993,114.682503,210.533981
900.368042,143.385849,124.833237,226.660858
910.251099,145.316330,120.405975,207.238312
889.810120,150.735596,124.500755,209.206879
875.802063,155.107315,129.849442,217.341095
858.799988,151.000000,114.400002,237.000000
850.433289,163.308792,113.789742,219.745697
833.699707,170.521896,120.660027,229.177765
850.475098,163.068604,119.662483,212.141342
839.988220,166.795471,122.488419,218.365005
840.509094,172.518280,119.704979,216.708496
820.246704,172.444443,121.887024,221.942352
809.634399,172.151993,123.191139,227.767548
790.268250,163.663239,116.815384,221.632889
788.093628,175.897675,112.709183,214.183853
793.543518,187.921066,116.351822,222.948151
775.861389,191.358856,116.661255,211.473190
768.907471,204.665405,111.179916,203.608521
764.778442,213.733521,115.671959,216.305862
759.805603,221.366867,109.825317,214.296539
751.345398,224.553070,110.911186,215.806519
743.000000,232.399994,112.599998,232.600006
728.986450,253.203354,106.576820,226.550690
671.000000,239.000000,112.199997,232.399994
710.805420,271.582214,104.802376,218.754700
631.026550,240.975800,125.685577,216.902786
623.015503,249.215195,122.842384,212.826813
609.867920,254.634216,129.272614,236.989868
602.076660,252.599762,133.782547,244.961121
595.757385,261.722717,135.121841,256.281830
592.555176,264.812256,130.583557,265.174438
590.412659,272.575531,125.861374,254.323425
583.348206,285.339966,127.259277,247.351654
579.072632,296.180450,127.080521,226.996262
580.835571,298.135345,122.998489,220.750473
570.181274,304.930206,133.014297,232.629868
561.907776,319.269043,132.904739,215.102142
553.187195,328.586456,131.953125,206.164566
550.976379,333.830994,127.251472,192.035278
554.453674,339.224731,122.885452,190.654343
559.646729,345.492188,116.346725,182.081039
547.820862,349.696167,120.980118,186.693542
